,NAME,Income Diversity Index,Median Household Income,Median Household Value,state,county,tract,Tracts,Number of Hotels,Bus Stops,Point of Interests,Airbnb penetration,Population Density,Race Diversity Index,Bohemian Index,Talent Index,Proportion of Young People,Unemployment Ratio,Poverty by Income Percentage,Proportion of Owner Occupied Residences
270,Census Tract 2213.03,0.4332,34643.0,745000.0,06,037,221303,Census Tract 2213.03,1.0,12.0,15.0,1.0,1134.0537720278674,0.6862696807891204,1.821428719299011,0.07675194660734148,0.26436781609195403,0.03670745272525028,0.34287867370007535,0.9077306733167082
271,Census Tract 2213.04,0.4298,47604.0,649600.0,06,037,221304,Census Tract 2213.04,0.0,4.0,0.0,13.0,5078.522782017785,0.58832266149182,3.0732490001441395,0.1280674846625767,0.25153374233128833,0.014314928425357873,0.13931646230106967,0.9403706688154714
272,Census Tract 2214.01,0.4947,25747.0,596900.0,06,037,221401,Census Tract 2214.01,0.0,18.0,0.0,18.0,5806.666086802212,0.4454942686493271,3.436235828099507,0.16890707188778492,0.31268264172998245,0.008182349503214495,0.26252439817826934,0.8956723338485317
273,Census Tract 2214.02,0.5216,36289.0,1035700.0,06,037,221402,Census Tract 2214.02,1.0,16.0,5.0,7.0,22217.00780033417,0.4871646075245429,7.601019157123518,0.17283563362609786,0.24592220828105396,0.07214554579673776,0.24966487935656836,0.9183673469387755
274,Census Tract 2215,0.5074,29536.0,841800.0,06,037,221500,Census Tract 2215,0.0,12.0,0.0,4.0,3291.943692461782,0.5575448675015108,3.5490674523057595,0.08080260303687635,0.232646420824295,0.0368763557483731,0.3403041825095057,0.8909682668836453
275,Census Tract 2216.01,0.5133,46645.0,653400.0,06,037,221601,Census Tract 2216.01,0.0,12.0,8.0,9.0,21791.79628503845,0.6237974174324479,9.285314679755723,0.15189088654680719,0.2665840049597024,0.06075635461872288,0.24178549287042778,0.9728915662650602
276,Census Tract 2216.02,0.4474,41125.0,628800.0,06,037,221602,Census Tract 2216.02,0.0,14.0,24.0,6.0,18088.883833392534,0.7253016635426429,3.8168141140366916,0.09479896717078569,0.32128365916635926,0.018074511250461084,0.2548874953891553,0.9840085287846482
277,Census Tract 2217.10,0.4289,43938.0,556000.0,06,037,221710,Census Tract 2217.10,0.0,12.0,0.0,21.0,14445.667551315702,0.6431719819081579,4.626690083753438,0.16366782006920416,0.38235294117647056,0.07647058823529412,0.2832228810603418,0.8877644894204232
278,Census Tract 2218.10,0.6107,26694.0,622500.0,06,037,221810,Census Tract 2218.10,0.0,6.0,9.0,8.0,2133.0530984884977,0.47690480107971006,11.972260848018268,0.1498921639108555,0.5794392523364486,0.055355859094176854,0.4791970802919708,0.9112903225806451
279,Census Tract 2218.20,0.8913,13630.0,839600.0,06,037,221820,Census Tract 2218.20,0.0,6.0,0.0,11.0,2452.603307903989,0.3761617726258133,8.03462465039517,0.2834158415841584,0.7066831683168316,0.16419141914191418,0.5342528735632184,0.8431718061674008
280,Census Tract 2219,0.5325,17768.0,912500.0,06,037,221900,Census Tract 2219,0.0,18.0,60.0,4.0,6943.249533707153,0.38254132506692234,9.254189170843778,0.07976190476190476,0.5454761904761904,0.0680952380952381,0.6517823639774859,0.8877952755905512
281,Census Tract 1070.20,0.3767,80739.0,438300.0,06,037,107020,Census Tract 1070.20,2.0,0.0,4.0,1.0,26943.236219145212,0.8309548429236439,2.6559535273593866,0.07362389303698559,0.20524396596631359,0.03299183886091335,0.15523528390345545,0.9609375
282,Census Tract 1081.01,0.3748,141250.0,799300.0,06,037,108101,Census Tract 1081.01,0.0,0.0,4.0,1.0,3257.7104124264392,0.41617760790269215,7.528733513946489,0.3864524533217542,0.18280503690838038,0.026921406860616587,0.08206686930091185,0.9415347137637028
283,Census Tract 1081.02,0.4061,109091.0,711500.0,06,037,108102,Census Tract 1081.02,0.0,0.0,31.0,3.0,3993.179799553888,0.37473887896510644,6.0064206391815125,0.4950405770964833,0.11151187255785994,0.05199879771565975,0.09819277108433735,0.9456342668863262
284,Census Tract 1081.03,0.4112,130585.0,885800.0,06,037,108103,Census Tract 1081.03,0.0,0.0,1.0,3.0,6330.006190831361,0.3937253314911777,14.241932167748711,0.4026606099935107,0.15898767034393252,0.020116807268007787,0.028877352368591822,0.9337068160597572
285,Census Tract 1081.04,0.3544,150125.0,822200.0,06,037,108104,Census Tract 1081.04,0.0,0.0,5.0,1.0,3891.1345752263765,0.4025632240519069,7.8569248361054616,0.39163916391639164,0.0968096809680968,0.0088008800880088,0.010451045104510451,0.9599332220367279
286,Census Tract 1082.03,0.4033,128646.0,716900.0,06,037,108203,Census Tract 1082.03,0.0,0.0,0.0,1.0,2456.8074004531604,0.34761723973274805,6.191827296246826,0.46318362358692333,0.12098991750687443,0.018942865872288422,0.027192178429575314,0.9346567411083541
287,Census Tract 1082.04,0.3657,125536.0,765900.0,06,037,108204,Census Tract 1082.04,0.0,0.0,33.0,1.0,183.36961379094166,0.3640863466655897,6.347668772891146,0.5219228737453777,0.09508716323296355,0.017432646592709985,0.014791336502905442,0.9487179487179487
288,Census Tract 1091,0.4472,70000.0,428800.0,06,037,109100,Census Tract 1091,0.0,0.0,40.0,2.0,4141.559671818341,0.5183456457398433,7.906990026751033,0.11446921042689838,0.1590479788439743,0.02606724593879864,0.06602990033222592,0.9260450160771704
289,Census Tract 1092,0.3165,111293.0,585600.0,06,037,109200,Census Tract 1092,4.0,0.0,6.0,1.0,5444.581509936104,0.4593632265753976,0.0,0.2822286962855062,0.22359796067006554,0.01930080116533139,0.026948288419519302,0.8932384341637011
290,Census Tract 1093,0.3579,96339.0,577700.0,06,037,109300,Census Tract 1093,0.0,0.0,3.0,2.0,20836.079660294814,0.4782613129457494,2.183139178337182,0.23349381017881707,0.20254470426409904,0.028541953232462173,0.061139896373056994,0.9736040609137055
291,Census Tract 1094,0.3624,83986.0,440900.0,06,037,109400,Census Tract 1094,0.0,0.0,2.0,2.0,3948.481987808989,0.7119158461073157,0.0,0.1688921859545005,0.23738872403560832,0.01533135509396637,0.0728263562051028,0.9939550949913645
292,Census Tract 1095,0.3772,53594.0,516000.0,06,037,109500,Census Tract 1095,0.0,2.0,5.0,1.0,1866.721079852591,0.8906336971059304,3.2369169987754263,0.04067796610169491,0.2319915254237288,0.022245762711864406,0.20290483416431823,0.9771646051379639
293,Census Tract 1096.01,0.3646,95820.0,555500.0,06,037,109601,Census Tract 1096.01,0.0,0.0,3.0,0.0,3730.9149428025107,0.5935947530319529,3.976635686574023,0.11933565716629076,0.22575353701045725,0.05741234365388558,0.04305925774041419,1.0
294,Census Tract 1096.03,0.5185,65060.0,543800.0,06,037,109603,Census Tract 1096.03,0.0,0.0,0.0,1.0,10817.680742469645,0.6219976134334412,3.789048734933612,0.11433971178832979,0.2681313489251122,0.025277580911882827,0.19300732341129223,1.0
295,Census Tract 1096.04,0.3807,91776.0,536400.0,06,037,109604,Census Tract 1096.04,0.0,0.0,7.0,2.0,4177.296758405615,0.5977703354806791,8.216903464054516,0.1466976435446399,0.2661798871556588,0.04646531695984069,0.0916030534351145,0.9684782608695652
296,Census Tract 1097,0.3788,103153.0,600000.0,06,037,109700,Census Tract 1097,0.0,0.0,3.0,1.0,22064.789550102756,0.4477534249996878,2.9735829842161636,0.24900772926676415,0.26195947357426363,0.034677250887821184,0.09165786694825766,0.9641196013289036
297,Census Tract 1098,0.3809,87750.0,582100.0,06,037,109800,Census Tract 1098,0.0,0.0,0.0,3.0,4624.907564522878,0.5028375092541459,7.410830706086571,0.17372150928940816,0.15686650067036967,0.029304730894464663,0.05591147350029121,0.9669000636537237
298,Census Tract 1111,0.3536,107386.0,591500.0,06,037,111100,Census Tract 1111,0.0,0.0,1.0,3.0,9695.69249138746,0.4546362864380225,12.746389294191477,0.22591888466413182,0.19961977186311788,0.023447401774397972,0.054603174603174605,0.9605662285136501
299,Census Tract 1112.01,0.4681,102266.0,674700.0,06,037,111201,Census Tract 1112.01,0.0,0.0,5.0,6.0,4395.682966322503,0.479973543462009,0.8170690466608913,0.2732003469210755,0.16565481352992195,0.03180109858340561,0.05039096437880104,0.9515695067264573
300,Census Tract 1112.02,0.3744,115799.0,625700.0,06,037,111202,Census Tract 1112.02,0.0,0.0,11.0,6.0,8717.873337143667,0.43591668070530676,5.504040940275939,0.2685499731807617,0.15859109601287324,0.04970498837833005,0.046061049168342166,0.9182358771060456
301,Census Tract 1112.04,0.383,150732.0,850700.0,06,037,111204,Census Tract 1112.04,0.0,0.0,7.0,2.0,31713.819556894727,0.397290991210726,6.426090820827593,0.39414452530038924,0.15417160264004062,0.023184972076493483,0.01712735289130066,0.9598971722365038
302,Census Tract 1112.05,0.356,67482.0,539800.0,06,037,111205,Census Tract 1112.05,0.0,2.0,17.0,0.0,28605.4098884825,0.38597153471731466,3.076674823460603,0.312932138284251,0.2563380281690141,0.030729833546734954,0.050448143405889885,0.9822353811991118
303,Census Tract 1112.06,0.4272,122014.0,720800.0,06,037,111206,Census Tract 1112.06,0.0,0.0,16.0,10.0,1940.4817871816233,0.42672469675951813,9.674405273888132,0.3009397203758882,0.14164565665826268,0.017419206967682788,0.03240634336934038,0.9222294232015554
304,Census Tract 1113.02,0.4864,62289.0,635700.0,06,037,111302,Census Tract 1113.02,0.0,0.0,0.0,7.0,3983.967417095971,0.402229205102772,5.826994237614779,0.3314296592423377,0.24804873405672948,0.022463354273748334,0.1323240267400708,0.9819819819819819
305,Census Tract 1113.03,0.3626,98617.0,599000.0,06,037,111303,Census Tract 1113.03,0.0,0.0,11.0,8.0,12808.147648621178,0.42390035400400256,13.86350692160487,0.23185108583247155,0.11499482936918304,0.030196483971044467,0.06282396848434585,0.965287049399199
307,Census Tract 1114.01,0.2762,124946.0,605100.0,06,037,111401,Census Tract 1114.01,0.0,0.0,6.0,6.0,5642.684419581562,0.444131069365385,10.337449936745754,0.328516787080323,0.17552061198470037,0.011474713132171696,0.0416489587760306,1.0
308,Census Tract 1114.02,0.5174,47967.0,591100.0,06,037,111402,Census Tract 1114.02,0.0,0.0,15.0,7.0,4207.555887141911,0.48379015474565457,2.1676164020463617,0.13557765876052028,0.2806426931905126,0.04192807957153787,0.21490683229813665,1.0
309,Census Tract 1131.01,0.3821,108587.0,690500.0,06,037,113101,Census Tract 1131.01,2.0,0.0,9.0,4.0,3690.242240249801,0.42307065476529493,6.3512651857936335,0.28662952646239553,0.16239554317548746,0.03286908077994429,0.08245125348189415,0.9559434746467166
310,Census Tract 1131.02,0.4639,154514.0,945000.0,06,037,113102,Census Tract 1131.02,0.0,0.0,12.0,12.0,2626.7135449887924,0.43596701664526244,8.152714947582373,0.4042400287459576,0.16385195831836147,0.028386633129716135,0.04296028880866426,0.9503475670307845
311,Census Tract 1132.11,0.3945,93571.0,542600.0,06,037,113211,Census Tract 1132.11,0.0,0.0,81.0,6.0,7900.041175085849,0.40114335549159824,11.887089986380758,0.3320825515947467,0.11726078799249531,0.021341463414634148,0.056371387967787775,0.9773913043478261
312,Census Tract 1132.12,0.3925,94464.0,602500.0,06,037,113212,Census Tract 1132.12,0.0,0.0,23.0,2.0,1802.2160984387044,0.40976735655735846,7.6623260785548615,0.22148098732488325,0.2038025350233489,0.027685123415610406,0.07402282947077136,0.9775280898876404
313,Census Tract 1132.13,0.3632,112222.0,580900.0,06,037,113213,Census Tract 1132.13,0.0,4.0,22.0,5.0,5172.061092235378,0.413677273878122,6.357083392428674,0.29529370134465677,0.17498230714791224,0.00937721160651097,0.046928791447726034,0.9738636363636364
314,Census Tract 1132.32,0.4031,126424.0,699000.0,06,037,113232,Census Tract 1132.32,0.0,0.0,3.0,9.0,4167.895300845557,0.4026599738964767,8.290647849863285,0.35502958579881655,0.11219845243513883,0.02639963586709149,0.06293706293706294,0.9822251481237656
315,Census Tract 1132.34,0.5331,61580.0,297200.0,06,037,113234,Census Tract 1132.34,0.0,0.0,3.0,6.0,3373.724724671573,0.5260370008186991,6.182614437072523,0.16537037037037036,0.17092592592592593,0.037592592592592594,0.121724586508084,0.9322132097334879
316,Census Tract 1132.37,0.4221,116696.0,781300.0,06,037,113237,Census Tract 1132.37,3.0,0.0,27.0,1.0,5822.156733066454,0.4019527551190144,6.195721527250755,0.2651878497202238,0.16386890487609912,0.024180655475619504,0.06417546709991877,0.9538922155688623
317,Census Tract 1132.38,0.4298,57523.0,381600.0,06,037,113238,Census Tract 1132.38,0.0,0.0,3.0,5.0,23186.994871355266,0.5241567528322227,4.769231413552024,0.18989102712728959,0.2682587526083932,0.00811500115928588,0.1062835786031301,0.9061093247588424
318,Census Tract 1132.39,0.3268,44698.0,125900.0,06,037,113239,Census Tract 1132.39,0.0,0.0,2.0,1.0,3148.984544879154,0.575403047656343,5.357988267338573,0.22033898305084745,0.3435639028859368,0.03527256069628951,0.1337608795235914,0.9669603524229075
319,Census Tract 1133.01,0.4888,84975.0,873600.0,06,037,113301,Census Tract 1133.01,0.0,4.0,83.0,10.0,3500.70362830982,0.40618617299799,8.055265877455112,0.33710976837865053,0.24093655589123866,0.0324773413897281,0.07616146230007616,0.8695098663271802
320,Census Tract 1133.03,0.4107,88567.0,585200.0,06,037,113303,Census Tract 1133.03,0.0,0.0,32.0,3.0,1495.0740057292476,0.4353004707801567,2.7060259385230925,0.2863191320455147,0.1598306430272559,0.029108229690394283,0.08294805548001088,0.9913793103448276
321,Census Tract 2220.01,0.391,79082.0,652200.0,06,037,222001,Census Tract 2220.01,0.0,10.0,0.0,8.0,6488.777333594831,0.6004783520872973,6.915473814266356,0.19816451393609788,0.26920462270564244,0.054384772263766146,0.11352821210061183,0.9431704885343968
322,Census Tract 2220.02,0.4584,51084.0,556900.0,06,037,222002,Census Tract 2220.02,0.0,6.0,0.0,29.0,9220.884841266696,0.6383534442125046,5.478975099181702,0.09227129337539432,0.26202681388012616,0.04929022082018927,0.22373424054432658,0.9922371206774877
323,Census Tract 2221,0.4328,61563.0,606400.0,06,037,222100,Census Tract 2221,0.0,12.0,1.0,4.0,6856.256286644669,0.5652588597827524,5.542492629313908,0.15149544863459039,0.30320762895535325,0.03966189856957087,0.22106631989596878,0.9647718174539631
324,Census Tract 2222,0.5495,47955.0,843200.0,06,037,222200,Census Tract 2222,0.0,16.0,4.0,13.0,5524.510633079438,0.641852841954603,6.5423021184303,0.12042645989823116,0.20838381390840804,0.03028834504482675,0.2305059887558054,0.9525244913338358
325,Census Tract 2225,0.4149,57969.0,536300.0,06,037,222500,Census Tract 2225,0.0,24.0,6.0,20.0,3321.059965147279,0.6119119399694819,6.865328539799223,0.08527430221366698,0.2850818094321463,0.021174205967276226,0.23179190751445086,0.9117210682492581
326,Census Tract 2226,0.4742,34493.0,492000.0,06,037,222600,Census Tract 2226,0.0,20.0,2.0,15.0,5803.942871657569,0.5071026762218553,13.949874501322002,0.10482440581766583,0.47782901738205036,0.08318552678254701,0.3358640636297903,0.8887113951011715
329,Census Tract 2240.20,0.4632,32713.0,666700.0,06,037,224020,Census Tract 2240.20,0.0,118.0,19.0,43.0,4161.698615583658,0.6930914377606842,2.1890977083159644,0.10742898761835397,0.23670793882010197,0.03823743627093955,0.3815982404692082,0.8774509803921569
330,Census Tract 2242,0.4691,36071.0,765000.0,06,037,224200,Census Tract 2242,0.0,22.0,3.0,0.0,7886.174553530088,0.8415652054111376,6.010014224179313,0.09346504559270517,0.2648176291793313,0.01709726443768997,0.21551394726786396,0.9636803874092009
331,Census Tract 2243.10,0.4174,42417.0,763400.0,06,037,224310,Census Tract 2243.10,0.0,20.0,4.0,1.0,9341.62547968867,0.7789343009931246,2.6608077505164403,0.10142923005993545,0.3462425080682342,0.025357307514983864,0.3445221445221445,0.9591836734693877
332,Census Tract 2243.20,0.5365,16471.0,629800.0,06,037,224320,Census Tract 2243.20,0.0,20.0,0.0,9.0,6776.1232871838765,0.7740459700456538,1.593572116415632,0.04173736002714625,0.21954530030539532,0.022734984730234137,0.47676008202323994,0.985494880546075
333,Census Tract 2244.10,0.5623,29894.0,697900.0,06,037,224410,Census Tract 2244.10,0.0,20.0,7.0,17.0,906.8547675633612,0.507388542250373,9.430126200026399,0.2409990269218294,0.4706454751865066,0.027570548167369445,0.25681198910081743,0.9275834011391375
334,Census Tract 2244.20,0.4284,23210.0,812500.0,06,037,224420,Census Tract 2244.20,0.0,20.0,13.0,3.0,12288.715080947135,0.7240475794461854,4.9621769470886035,0.11090154658619389,0.3062995096190117,0.08751414560543191,0.33654248639598155,0.936373276776246
335,Census Tract 2246,0.3761,46607.0,472400.0,06,037,224600,Census Tract 2246,0.0,50.0,1.0,4.0,2818.8801969004076,0.8046705281179455,2.878783526688691,0.0399390243902439,0.2734756097560976,0.044817073170731705,0.2830729996812241,0.9427207637231504
338,Census Tract 2260.01,0.4129,34444.0,375000.0,06,037,226001,Census Tract 2260.01,1.0,56.0,13.0,7.0,1935.1709473497583,0.7787270333709465,5.8188744803346415,0.05555555555555555,0.33377425044091713,0.05599647266313933,0.4101299865531152,0.9797297297297297
339,Census Tract 2260.02,0.5329,37147.0,511800.0,06,037,226002,Census Tract 2260.02,0.0,86.0,115.0,16.0,3030.5568945938157,0.4769997439180538,23.455888523710456,0.2732586458840721,0.3229420360448125,0.05260594252313687,0.34765625,0.8811881188118812
340,Census Tract 2264.10,0.3391,38438.0,496000.0,06,037,226410,Census Tract 2264.10,0.0,20.0,5.0,10.0,5606.517362474049,0.9652087755258391,0.0,0.011028398125172319,0.24731182795698925,0.03694513371932727,0.3300110741971207,0.9624724061810155
341,Census Tract 2264.20,0.4138,43464.0,373500.0,06,037,226420,Census Tract 2264.20,0.0,28.0,1.0,69.0,11345.993959353827,0.7734910532870921,1.0401903731604807,0.044964697138610184,0.25325157933853587,0.05629877369007804,0.2688294441282489,0.979381443298969
342,Census Tract 2267.01,0.3825,65192.0,439800.0,06,037,226701,Census Tract 2267.01,0.0,10.0,0.0,2.0,5441.442805010956,0.945328832208052,3.8992841016458573,0.05071770334928229,0.2858054226475279,0.01594896331738437,0.1316382362407467,1.0
343,Census Tract 2267.02,0.4605,42217.0,456200.0,06,037,226702,Census Tract 2267.02,0.0,8.0,1.0,3.0,2454.48849223701,0.9660720189682697,20.970820715524336,0.09426725878078321,0.37060960839725476,0.06984255147355672,0.3256238587948874,1.0
344,Census Tract 2270.10,0.3352,44277.0,402900.0,06,037,227010,Census Tract 2270.10,0.0,2.0,0.0,4.0,25668.81311995447,0.892826199733481,0.0,0.02905287623474724,0.19969010265349604,0.07243850474530311,0.238508581574275,0.968476357267951
345,Census Tract 2270.20,0.3523,55917.0,431300.0,06,037,227020,Census Tract 2270.20,0.0,16.0,0.0,5.0,1148.2512305168111,0.9702482074542894,0.7507104003298687,0.04186795491143317,0.2632850241545894,0.042404723564143855,0.16174478461121647,0.9706916764361079
346,Census Tract 2281,0.4177,55335.0,403400.0,06,037,228100,Census Tract 2281,0.0,22.0,10.0,7.0,1484.8150002620694,0.7988164158039344,0.0,0.046494327692021574,0.3003533568904594,0.025850846196763994,0.20848056537102475,0.9097331240188383
347,Census Tract 2282.10,0.4068,36214.0,395200.0,06,037,228210,Census Tract 2282.10,0.0,22.0,2.0,5.0,3632.0032759418486,0.834314723137769,3.494020691821017,0.03734439834024896,0.23144306131858,0.060396496081143385,0.30520977408944217,0.9746478873239437
348,Census Tract 2282.20,0.3973,45875.0,430500.0,06,037,228220,Census Tract 2282.20,0.0,16.0,0.0,1.0,7095.425273752586,0.8489125671814268,0.0,0.025835189309576838,0.244543429844098,0.048106904231625836,0.3333333333333333,0.9493041749502982
349,Census Tract 2283.10,0.4326,44115.0,377600.0,06,037,228310,Census Tract 2283.10,0.0,34.0,2.0,1.0,11485.819385962679,0.9012228889958147,3.5214434943149517,0.03660675142481368,0.24046470846120122,0.03024989039894783,0.1750886524822695,0.9913710450623202
350,Census Tract 2283.20,0.386,43770.0,403400.0,06,037,228320,Census Tract 2283.20,0.0,8.0,9.0,0.0,7975.314569173141,0.9495108848675299,0.0,0.026903087740752063,0.22531335982879852,0.025680220116172426,0.28716216216216217,0.963758389261745
351,Census Tract 2284.10,0.633,42337.0,419500.0,06,037,228410,Census Tract 2284.10,0.0,14.0,0.0,3.0,13815.331941252925,0.847187050074905,0.0,0.04413872169676125,0.26626540556033246,0.04757810260819719,0.2788211499566599,0.9798927613941019
352,Census Tract 2284.20,0.4351,43661.0,463900.0,06,037,228420,Census Tract 2284.20,0.0,10.0,0.0,0.0,2581.341538035496,0.8832856635128573,2.099772050373207,0.03685945459994006,0.2643092598142044,0.03566077314953551,0.33143542103685947,0.96105702364395
353,Census Tract 2285,0.5298,36842.0,411200.0,06,037,228500,Census Tract 2285,0.0,20.0,0.0,1.0,1982.4607894343922,0.7452906128064458,1.63540247114502,0.019630484988452657,0.25635103926096997,0.04387990762124711,0.3965687241175311,0.9510603588907015
354,Census Tract 2286,0.3918,53864.0,543800.0,06,037,228600,Census Tract 2286,0.0,20.0,0.0,2.0,5732.255271720127,0.841986926655522,3.9302448420173643,0.05931362824836342,0.23665939297758382,0.041261654433644115,0.31055276381909547,0.9613733905579399
355,Census Tract 2287.10,0.4012,33704.0,386400.0,06,037,228710,Census Tract 2287.10,0.0,0.0,0.0,3.0,10585.560292035627,0.81821168797689,3.2370177996286515,0.04696819085487078,0.28404572564612324,0.022365805168986085,0.33871769383697814,0.9716446124763705
356,Census Tract 2287.20,0.3777,49875.0,408700.0,06,037,228720,Census Tract 2287.20,0.0,8.0,0.0,0.0,14575.26754281407,0.8198742554077629,3.814190272986712,0.033841282406491195,0.24737779536908766,0.03562240253314863,0.2818471337579618,0.9813499111900533
357,Census Tract 2288,0.4312,40955.0,406300.0,06,037,228800,Census Tract 2288,0.0,6.0,3.0,0.0,12967.713228641689,0.8943464304377038,0.7295886085680102,0.040029514849658734,0.23316731230400295,0.03763143331488655,0.2836958542480015,0.9493087557603687
358,Census Tract 2289,0.5382,27917.0,371600.0,06,037,228900,Census Tract 2289,0.0,0.0,2.0,0.0,5545.118215396853,0.8267101938525471,0.0,0.05089921954530031,0.1985069562266712,0.08483203257550051,0.3963352561927384,0.9436795994993742
359,Census Tract 2291,0.3674,53958.0,450500.0,06,037,229100,Census Tract 2291,0.0,0.0,0.0,1.0,8079.416352254665,0.7968726904905643,1.241367101147359,0.04518130696141168,0.2613922823346907,0.025790188093853014,0.23960975609756097,0.9657894736842105
360,Census Tract 2292,0.4117,54481.0,351500.0,06,037,229200,Census Tract 2292,0.0,0.0,0.0,0.0,9330.020243517814,0.7871894310170459,2.144723042897603,0.03471667996807662,0.308659217877095,0.03232242617717478,0.1671993607670795,0.9255150554675119
361,Census Tract 2293,0.4,43176.0,500800.0,06,037,229300,Census Tract 2293,0.0,0.0,2.0,8.0,25514.828841549184,0.8305149004954056,1.8833273749548605,0.05046185425932261,0.223742730071844,0.05508039685254875,0.2738624700650017,0.9742895805142084
362,Census Tract 2294.10,0.4289,47406.0,402000.0,06,037,229410,Census Tract 2294.10,0.0,0.0,2.0,0.0,18015.060393642478,0.8934848542095302,5.387506399696198,0.017223910840932118,0.27152988855116517,0.010131712259371834,0.2393617021276596,0.9516483516483516
363,Census Tract 2294.20,0.4405,45856.0,387400.0,06,037,229420,Census Tract 2294.20,0.0,0.0,0.0,0.0,4510.925747254491,0.8477750696018463,0.0,0.040940963582899795,0.28952725627686043,0.04817914498982131,0.2617054964940059,0.9765917602996255
364,Census Tract 2311,0.482,31271.0,422900.0,06,037,231100,Census Tract 2311,0.0,66.0,10.0,4.0,3224.633663452085,0.6353040036160519,0.0,0.06965026674570243,0.26052163604030826,0.06994665085951393,0.5284310806787734,0.9020134228187919
365,Census Tract 1133.22,0.3817,96387.0,670700.0,06,037,113322,Census Tract 1133.22,0.0,0.0,10.0,8.0,5540.26920052731,0.41295906126010334,5.7919900627753425,0.327991452991453,0.13931623931623932,0.013888888888888888,0.06559139784946237,0.9936346276257161
366,Census Tract 1133.23,0.355,77596.0,461100.0,06,037,113323,Census Tract 1133.23,2.0,0.0,48.0,1.0,553.017712321852,0.4531747119623163,5.624573374507463,0.23504591710101763,0.31546289401836686,0.08364358401588483,0.09828741623231571,0.9667306461932181
367,Census Tract 1133.24,0.2738,86347.0,366400.0,06,037,113324,Census Tract 1133.24,0.0,0.0,13.0,1.0,3742.5736897233664,0.5385716951273132,2.2463395336836074,0.26652601969057665,0.1940928270042194,0.013009845288326301,0.04254571026722925,0.9506172839506173
368,Census Tract 1134.23,0.3525,96108.0,578800.0,06,037,113423,Census Tract 1134.23,0.0,0.0,1.0,5.0,6387.036525744309,0.5269512458989456,1.2424888666761724,0.25853496851176666,0.18263175339741464,0.037122969837587005,0.08717268810076234,1.0
369,Census Tract 1134.24,0.4054,89661.0,609900.0,06,037,113424,Census Tract 1134.24,2.0,0.0,21.0,7.0,3597.8935890797347,0.46109872866160106,2.3642570723083627,0.2985971943887776,0.23647294589178355,0.01603206412825651,0.13578459756803707,0.847255369928401
370,Census Tract 1134.25,0.3005,55791.0,409700.0,06,037,113425,Census Tract 1134.25,0.0,0.0,2.0,0.0,3575.1378189756747,0.5691017641899614,5.140334268243362,0.07941910596777853,0.2314499659632403,0.037440435670524165,0.13319718629453142,0.9934497816593887
371,Census Tract 1134.26,0.4204,62443.0,611400.0,06,037,113426,Census Tract 1134.26,0.0,0.0,4.0,4.0,3893.6918923184735,0.4441599295296956,12.633339278278472,0.2323943661971831,0.22328086164043082,0.033140016570008285,0.1615575807787904,0.990728476821192
372,Census Tract 1134.27,0.3639,55811.0,367500.0,06,037,113427,Census Tract 1134.27,0.0,0.0,0.0,2.0,1666.2240519964057,0.4238007810369024,5.232626510209336,0.1943502824858757,0.1864406779661017,0.020338983050847456,0.08305084745762711,0.9031600407747197
373,Census Tract 1134.28,0.4852,107522.0,572500.0,06,037,113428,Census Tract 1134.28,0.0,0.0,3.0,6.0,17406.54392292661,0.460927658953944,1.021289067978828,0.23554401699315552,0.27708284163323105,0.06466839745102666,0.09890371782650142,1.0
374,Census Tract 1151.01,0.4528,130511.0,883500.0,06,037,115101,Census Tract 1151.01,0.0,14.0,44.0,16.0,10586.377212880328,0.41097813453642773,7.933743623571791,0.41342254663422545,0.10117599351175993,0.023722627737226276,0.0867802108678021,0.9505741387918123
376,Census Tract 1151.04,0.5178,54814.0,479800.0,06,037,115104,Census Tract 1151.04,0.0,6.0,2.0,11.0,5502.08727913947,0.3876718814475459,3.1977218898917106,0.3197661831565274,0.4600562892400953,0.03355704697986577,0.2550174520069808,0.9482608695652174
377,Census Tract 1152.02,0.3993,64429.0,578200.0,06,037,115202,Census Tract 1152.02,0.0,12.0,109.0,6.0,20035.41321857033,0.4710113901179712,2.42222700475257,0.2573126857500391,0.4029407164085719,0.0434850617863288,0.16236104587443245,0.974454249883883
378,Census Tract 1152.03,0.4863,69609.0,871400.0,06,037,115203,Census Tract 1152.03,3.0,2.0,16.0,3.0,3146.2086857339013,0.49439634966760115,7.197806016111571,0.34351432880844646,0.2647058823529412,0.0,0.14592760180995476,0.9034188034188034
379,Census Tract 1152.04,0.3804,83176.0,597700.0,06,037,115204,Census Tract 1152.04,0.0,0.0,20.0,3.0,5144.822649352879,0.3929793647199791,1.9542317387276409,0.3026640355204736,0.33226443019240254,0.03305377405032067,0.15645241654210265,0.8908785674314493
380,Census Tract 1153.01,0.436,99938.0,685500.0,06,037,115301,Census Tract 1153.01,0.0,2.0,16.0,3.0,7116.953669860518,0.3933243422800578,6.659178683737909,0.24913941480206542,0.16135972461273665,0.010757314974182444,0.0768059181897302,0.9210233592880979
381,Census Tract 1153.02,0.4224,52679.0,594400.0,06,037,115302,Census Tract 1153.02,0.0,0.0,12.0,1.0,293.63263074306116,0.6417260072407076,2.3650862083626016,0.10821382007822686,0.23076923076923078,0.03155149934810952,0.23728813559322035,0.9838420107719928
